condition,fly_id,choice,completed,latency_s,distance_mm,odor_b_side,random_seed,circuit_seed,last_x_mm,last_y_mm,weight_a,weight_b,physical_training,physics_ticks,control_updates,continued_after_choice,observation_distance_mm,observation_end_s,termination_reason
dan_silenced,55,B,True,1.6434,39.123373500292274,left,3049214328,1521226472,28.279120050240504,2.510823614480836,0.0,0.566486058131204,False,20000,500,True,47.47639502520769,2.0,test_window_complete
dan_silenced,56,B,True,0.8628,21.205650618159115,right,3951773225,3056960700,27.63616634046111,-8.102321019548114,0.0,0.5673095271218801,False,20000,500,True,47.96160908121242,2.0,test_window_complete
dan_silenced,57,none,False,,47.55292429619677,right,2629079482,2215744648,28.725682651252825,1.0612031443070795,0.0,0.5575702698407695,False,20000,500,True,47.55292429619677,2.0,test_window_complete
dan_silenced,58,none,False,,47.52875208787508,right,3010758147,1006714667,28.728268769729482,-1.6755071024438033,0.0,0.5504201201594606,False,20000,500,True,47.52875208787508,2.0,test_window_complete
dan_silenced,59,B,True,0.8674000000000001,21.35182118390777,left,3158119741,1816007316,26.165754969135957,11.404574192438524,0.0,0.5713878322901921,False,20000,500,True,48.15668930626109,2.0,test_window_complete
dan_silenced,60,B,True,1.1841000000000002,28.455936160390134,right,3188843761,1579432102,25.995986323146724,-9.666644917359745,0.0,0.6043273763559323,False,20000,500,True,47.90494008489166,2.0,test_window_complete
dan_silenced,61,A,True,0.894,21.910166555015763,left,3456494746,1483076116,27.06132313295473,0.13313203580115945,0.0,0.5347103998602263,False,20000,500,True,47.55429738523916,2.0,test_window_complete
dan_silenced,62,A,True,0.8652000000000001,21.177617645537783,left,944279951,2193072251,24.872670765198144,-12.78376766045643,0.0,0.5027171264513637,False,20000,500,True,48.026345211611286,2.0,test_window_complete
dan_silenced,63,A,True,0.9087000000000001,22.315622441099663,right,1479905570,3767519229,26.766702183879314,9.548795062516229,0.0,0.5394743626007797,False,20000,500,True,47.994623900165,2.0,test_window_complete
dan_silenced,64,B,True,1.2606000000000002,30.369034675326805,right,2036277379,1094266117,27.067538947303948,-6.425620358081268,0.0,0.5349158112060243,False,20000,500,True,47.83738989123488,2.0,test_window_complete
dan_silenced,65,A,True,1.1747,28.32182870822168,left,1470027206,3757366323,27.58578891452316,-7.028665077889099,0.0,0.5784508030276169,False,20000,500,True,47.84299299820006,2.0,test_window_complete
dan_silenced,66,B,True,1.0242,24.829604329089392,right,1374813668,2392439481,28.415560597796603,-4.243645894277388,0.0,0.5757612855721009,False,20000,500,True,47.53163560270809,2.0,test_window_complete
dan_silenced,67,none,False,,47.405952283496845,left,4080420000,218281041,28.19206300049186,1.5787699250108589,0.0,0.5326970635518494,False,20000,500,True,47.405952283496845,2.0,test_window_complete
dan_silenced,68,A,True,1.3154000000000001,31.575106869190073,right,3746590987,959691297,27.426224591870348,6.998069215271861,0.0,0.5651739063271032,False,20000,500,True,47.61761154945438,2.0,test_window_complete
dan_silenced,69,B,True,1.6732,39.92823803996056,right,2158745784,1690609082,24.970162549374596,-6.757548653431782,0.0,0.587004155907388,False,20000,500,True,47.56907710320179,2.0,test_window_complete
dan_silenced,70,A,True,0.9749000000000001,23.521258663420173,right,3861488491,1708805489,27.84817208248131,-1.2195681916248586,0.0,0.5562669869795809,False,20000,500,True,47.49477274973474,2.0,test_window_complete
dan_silenced,71,A,True,0.9056000000000001,22.230738656356202,left,4164469502,2399240085,27.283688702560326,-5.209018167094777,0.0,0.5778893498791463,False,20000,500,True,47.6890524246957,2.0,test_window_complete
dan_silenced,72,B,True,0.8919,21.54189619094984,left,2151306975,2902438991,27.190344313369472,6.500708960179822,0.0,0.5712646224804994,False,20000,500,True,47.58281902059889,2.0,test_window_complete
dan_silenced,73,A,True,0.864,21.18322878376557,right,4245289137,43006758,26.07470795875804,11.13162943822672,0.0,0.5466947920763058,False,20000,500,True,47.928417820439996,2.0,test_window_complete
dan_silenced,74,B,True,0.8679,21.256554706364167,right,3215817099,1263535561,28.160331772888284,-1.4101474840859178,0.0,0.5650228548196133,False,20000,500,True,47.68985498091877,2.0,test_window_complete
dan_silenced,75,A,True,1.5188000000000001,36.235395397848244,left,3619142548,3833757483,28.1711069083767,-4.594495666008462,0.0,0.5482248204533963,False,20000,500,True,47.643097913075636,2.0,test_window_complete
dan_silenced,76,A,True,0.9073,22.436081290922807,right,3352373413,1524759676,26.784091481201727,9.995574822541723,0.0,0.5598875673644632,False,20000,500,True,48.11757418040247,2.0,test_window_complete
dan_silenced,77,A,True,1.3863,33.14868237913889,right,2270059575,1800055429,27.266688307045854,7.153475583368973,0.0,0.54911671730356,False,20000,500,True,47.71806047614338,2.0,test_window_complete
dan_silenced,78,A,True,0.9251,22.61104961368554,right,4215025749,1094408144,25.47738100497432,12.222202320122863,0.0,0.5484772212141839,False,20000,500,True,47.788674438648336,2.0,test_window_complete
dan_silenced,79,B,True,1.0653000000000001,25.77215190285625,left,3517361075,1063757154,27.61484090446529,7.239943127761327,0.0,0.5718338921699767,False,20000,500,True,47.702142667621985,2.0,test_window_complete
dan_silenced,80,B,True,0.8649,21.059401889040323,right,3137849055,950429876,27.649207262250865,2.41072942657611,0.0,0.5807382232004481,False,20000,500,True,47.68602874042435,2.0,test_window_complete
