condition,fly_id,choice,completed,latency_s,distance_mm,odor_b_side,random_seed,circuit_seed,last_x_mm,last_y_mm,weight_a,weight_b,physical_training,physics_ticks,control_updates
unpaired,16,none,False,,47.63015617470668,left,1950616845,3632979354,28.163543562396953,1.60943973305641,0.0,0.0,False,20000,500
unpaired,17,B,True,0.9760000000000001,23.763067517730676,left,2566381643,2059869136,13.636626030745681,2.5006021258762603,0.0,0.0,False,9760,398
unpaired,18,B,True,0.894,21.761300165344878,left,3757437991,3102981037,12.001330763901631,2.7338267904431035,0.0,0.0,False,8940,390
unpaired,19,A,True,1.1856,28.439624801177764,left,2060858695,179496898,16.430769878762817,-2.5014883901005986,0.0,0.0,False,11856,419
unpaired,20,none,False,,47.78748234646385,right,1413633581,3166663138,28.10452912959922,2.1144653800385256,0.0,0.0,False,20000,500
unpaired,21,B,True,0.9922000000000001,24.227958892599833,left,122713397,4111998277,12.00212793102741,6.660302539664736,0.0,0.0,False,9922,400
unpaired,22,A,True,0.8788,21.46757935779456,left,2849823307,182630802,12.000720695389466,-3.298960528678486,0.0,0.0,False,8788,388
unpaired,23,A,True,0.8677,21.184473270112907,left,494369451,3457272334,12.00155151859336,-3.0036050685432394,0.0,0.0,False,8677,387
unpaired,24,B,True,1.6455000000000002,39.34983937533344,left,2770379216,2469532856,22.80735308715284,2.502843780214605,0.0,0.0,False,16455,465
unpaired,25,A,True,1.1878,28.772280505924414,left,3130447520,3213543118,16.836810224733277,-2.501973705177078,0.0,0.0,False,11878,419
unpaired,26,A,True,0.8899,21.729452477687367,left,3030627323,2315942858,12.000543850360211,-3.99438244065566,0.0,0.0,False,8899,389
unpaired,27,B,True,0.8639,21.221499350267766,left,1132983460,3791823997,12.016425625221805,2.501045660858657,0.0,0.0,False,8639,387
unpaired,28,B,True,1.0269000000000001,24.934090902884282,right,2072618667,2262563065,14.374926620624581,-2.5004439323131376,0.0,0.0,False,10269,403
unpaired,29,A,True,0.8685,21.223056784346955,left,1995532939,67565236,12.000260713174004,-3.3199277351626666,0.0,0.0,False,8685,387
unpaired,30,B,True,0.8693000000000001,21.22323394816683,right,3541733859,903436547,12.000708968177054,-2.6634977837221623,0.0,0.0,False,8693,387
unpaired,31,B,True,1.5102,36.168762935080366,right,1620631269,3921930341,21.47044608858826,-2.5002441293003277,0.0,0.0,False,15102,452
unpaired,32,B,True,0.8829,21.682439610548386,left,3978526224,524769297,12.00040842614588,3.431052628002067,0.0,0.0,False,8829,389
unpaired,33,A,True,1.794,42.73291851731692,right,2362849349,241649833,25.060536105264813,2.500436334108654,0.0,0.0,False,17940,480
unpaired,34,A,True,1.5207000000000002,36.58123997791655,left,836076801,66832213,20.9264880780931,-2.5017409854594943,0.0,0.0,False,15207,453
unpaired,35,A,True,0.8694000000000001,21.30359193604097,right,2467771855,852979042,12.117089830692548,2.500060132608163,0.0,0.0,False,8694,387
unpaired,36,B,True,0.8978,21.863769394785557,right,1885716666,2240416943,12.000052751849593,-3.8442961440400762,0.0,0.0,False,8978,390
unpaired,37,none,False,,47.54422068126268,right,3437822141,986870289,28.697945013647043,-1.373622806145555,0.0,0.0,False,20000,500
unpaired,38,A,True,1.8866,45.075900495875594,right,1075327595,291948621,26.427973847213085,2.5002524699113207,0.0,0.0,False,18866,489
unpaired,39,A,True,0.8973000000000001,21.969001078211903,right,7772270,4233497744,12.621192808523151,2.500840425019917,0.0,0.0,False,8973,390
unpaired,40,A,True,1.1021,26.660361744597598,left,4130064786,4207104768,15.642569784133435,-2.501478307189271,0.0,0.0,False,11021,411
unpaired,41,B,True,0.8989,22.06872782735874,right,980178721,1617115261,12.000240806374014,-4.588449794488337,0.0,0.0,False,8989,390
unpaired,42,B,True,0.859,21.039183527642887,right,713212168,3474315045,12.000943905528276,-2.6820410938806387,0.0,0.0,False,8590,386
unpaired,43,A,True,0.8963000000000001,21.89615361629905,right,2299280978,227119656,12.564942040306061,2.5002553089803037,0.0,0.0,False,8963,390
unpaired,44,A,True,0.9368000000000001,22.800166505000806,left,673224117,1120036182,13.216828296630279,-2.5020431396432015,0.0,0.0,False,9368,394
unpaired,45,none,False,,47.449269215731874,left,1201720280,1416430861,28.448817555357106,0.5585665653639504,0.0,0.0,False,20000,500
unpaired,46,none,False,,47.57723181241055,right,2507094725,2557437514,28.1555883529057,2.1222511309200116,0.0,0.0,False,20000,500
unpaired,47,A,True,1.2554,30.144410897320565,left,688547501,2114554401,17.32729230444233,-2.5003651160055655,0.0,0.0,False,12554,426
unpaired,48,B,True,1.1480000000000001,27.707433434541638,left,1108954884,3972817021,15.722586391095662,2.5033398881711286,0.0,0.0,False,11480,415
unpaired,49,A,True,1.2669000000000001,30.38728409615236,left,304536554,806634961,17.357799705958517,-2.502392537062838,0.0,0.0,False,12669,427
unpaired,50,A,True,0.9002,22.004252206110433,left,3544387216,1137116358,12.000385632303027,-4.554831581735435,0.0,0.0,False,9002,391
unpaired,51,A,True,0.869,21.31270481633333,left,1945319640,2055044093,12.000355770957258,-3.4815188503146928,0.0,0.0,False,8690,387
unpaired,52,B,True,0.9347000000000001,22.741661569712875,left,2214124115,3877289554,12.002486471425845,4.337369349764399,0.0,0.0,False,9347,394
unpaired,53,A,True,1.0455,25.221954516561862,right,2469887896,3724166608,14.013276558577562,2.5011493169831676,0.0,0.0,False,10455,405
unpaired,54,B,True,0.8933000000000001,21.788112119434462,right,77698709,1545483365,12.002243485041665,-3.4460258779795128,0.0,0.0,False,8933,390
unpaired,55,A,True,1.9798,47.054889802859044,right,2004767558,1070064692,27.77665498926125,2.502884714686187,0.0,0.0,False,19798,498
unpaired,56,B,True,0.8661000000000001,21.26378005311955,right,1752844073,3429430403,12.001123724217168,-3.0931739323915326,0.0,0.0,False,8661,387
unpaired,57,B,True,0.8653000000000001,21.114418325659607,right,3778444397,590857229,12.001962084205077,-2.668708260023177,0.0,0.0,False,8653,387
unpaired,58,none,False,,47.57557703860117,left,3826842846,1493381415,28.93650676348283,-1.2247546189085734,0.0,0.0,False,20000,500
unpaired,59,A,True,1.1096000000000001,26.90743344235726,left,2010903334,645161916,15.056057021414468,-2.501065793123271,0.0,0.0,False,11096,411
unpaired,60,A,True,0.8918,21.825458640167344,left,3912396461,585059931,12.000133714139373,-4.036395665816365,0.0,0.0,False,8918,390
unpaired,61,B,True,1.6275000000000002,38.78962845589943,left,1832543258,2734663,22.54206915148738,2.5004389655905337,0.0,0.0,False,16275,463
unpaired,62,A,True,1.235,29.845594479047676,right,3363441148,365879602,17.652232842605812,2.500582847600932,0.0,0.0,False,12350,424
unpaired,63,A,True,0.8935000000000001,21.857258980104174,left,3082936044,3788162984,12.001331172299995,-3.823905208267875,0.0,0.0,False,8935,390
unpaired,64,none,False,,46.74208138959332,right,1621913117,921262985,28.693473368634017,-1.7728219270290642,0.0,0.0,False,20000,500
unpaired,65,none,False,,47.610024212189465,right,2641446120,1810483493,28.747563213118557,1.324204304886918,0.0,0.0,False,20000,500
unpaired,66,A,True,0.8639,21.217580139199278,left,763887471,2318040965,12.000298536775475,-3.02248744077884,0.0,0.0,False,8639,387
unpaired,67,A,True,0.861,21.067921563752503,left,332805299,811496597,12.000015301836688,-2.6417334912326416,0.0,0.0,False,8610,387
unpaired,68,B,True,0.8919,21.787042415050994,right,3375487773,2362424674,12.003658906392916,-4.072132629497002,0.0,0.0,False,8919,390
unpaired,69,A,True,1.1832,28.48359841132744,left,402328833,3252228157,16.612236679134938,-2.5014613598265365,0.0,0.0,False,11832,419
unpaired,70,B,True,0.8677,21.15103437142514,right,3207350679,528912470,12.00067909055746,-2.768586766616484,0.0,0.0,False,8677,387
unpaired,71,A,True,1.8116,43.173810221327315,right,3941906431,3179841765,25.666583996841332,2.5009230985563273,0.0,0.0,False,18116,482
unpaired,72,B,True,0.8836,21.517204200392772,right,2328410320,719920358,12.000037395513788,-3.4641843063082085,0.0,0.0,False,8836,389
unpaired,73,B,True,0.8570000000000001,21.03228213466077,right,3986166752,4129571350,12.003253813934988,-2.5003228087162195,0.0,0.0,False,8570,386
unpaired,74,B,True,0.9089,21.991014131470866,left,4159358781,1776834509,12.002261061063711,4.05873983442918,0.0,0.0,False,9089,391
unpaired,75,B,True,0.8586,21.137717365136172,left,46126036,4267343335,12.000509758973823,2.659260350552513,0.0,0.0,False,8586,386
unpaired,76,B,True,0.8949,21.819767531241197,right,1726369811,2020893176,12.000379764705853,-3.9926948437683363,0.0,0.0,False,8949,390
unpaired,77,B,True,0.8837,21.726678715561484,left,849234220,3249187759,12.001421937000183,3.408927607029318,0.0,0.0,False,8837,389
unpaired,78,B,True,1.1913,28.835292245998644,right,1376195506,3260070931,16.945765626225665,-2.500056140834837,0.0,0.0,False,11913,420
unpaired,79,none,False,,47.632300162459856,left,21632944,2526431416,28.81167082054493,-1.6882176329327503,0.0,0.0,False,20000,500
unpaired,80,A,True,0.8666,21.2187477634505,right,2575405593,917019716,12.000696093006178,2.8200352652540257,0.0,0.0,False,8666,387
unpaired,81,none,False,,47.60393213733441,right,936491844,1973358536,28.71664286086836,-1.5355533798496983,0.0,0.0,False,20000,500
unpaired,82,A,True,0.8699,21.30650737381742,left,3650290517,1627982527,12.000348966920004,-3.407429499853333,0.0,0.0,False,8699,387
unpaired,83,B,True,0.8939,21.792491983514367,right,3549915196,2839288286,12.002744131584246,-3.999296034901614,0.0,0.0,False,8939,390
unpaired,84,B,True,1.0689,25.850704236167864,left,1929121048,3707939549,14.74933412778294,2.5002967287121867,0.0,0.0,False,10689,407
unpaired,85,B,True,1.1024,26.561268067264525,right,228299238,1588621829,15.357972454168133,-2.5003219410135933,0.0,0.0,False,11024,411
unpaired,86,A,True,0.9204,22.29947411588007,right,3298717521,2233213468,12.000559495345142,2.6594508362230873,0.0,0.0,False,9204,393
unpaired,87,A,True,0.8927,21.815355400682968,left,1663888639,2307885430,12.0036288054735,-3.9707839708404946,0.0,0.0,False,8927,390
unpaired,88,none,False,,47.42495641984999,left,335752395,3568682530,28.544263071138968,1.8880032172208656,0.0,0.0,False,20000,500
unpaired,89,A,True,1.3154000000000001,31.70515841983586,right,2876555510,2943583598,18.643713509932535,2.502670609636575,0.0,0.0,False,13154,432
unpaired,90,B,True,0.8683000000000001,21.24537736749319,right,227560834,3175687050,12.000305365033526,-3.4574922783427913,0.0,0.0,False,8683,387
unpaired,91,A,True,1.0322,25.08329533203025,left,2128108600,3072361404,12.00218948195802,-8.182566571255755,0.0,0.0,False,10322,404
unpaired,92,B,True,1.3667,32.802463527319574,left,1828153187,1272126196,18.94939804039438,2.501516196906475,0.0,0.0,False,13667,437
unpaired,93,B,True,1.0225,24.867416995805076,right,2718095249,1825698903,14.048703668065617,-2.502306565806074,0.0,0.0,False,10225,403
unpaired,94,A,True,0.8938,21.792992369954053,right,1558397850,2102997494,12.369924770722392,2.501210467395829,0.0,0.0,False,8938,390
unpaired,95,B,True,1.209,29.151448632798527,left,2100570891,912483024,16.809707857378267,2.5005323471589844,0.0,0.0,False,12090,421
unpaired,96,A,True,0.8908,21.727472915097465,right,1134976306,3046228486,12.001628786064487,3.563007399039168,0.0,0.0,False,8908,390
unpaired,97,A,True,0.9417000000000001,22.83324461196415,left,2339181573,3853401108,13.205070390071624,-2.500429134737455,0.0,0.0,False,9417,395
unpaired,98,B,True,1.0224,24.815226314807333,right,1235202696,3357203643,14.350363585360041,-2.502417691161451,0.0,0.0,False,10224,403
unpaired,99,B,True,1.1435,27.619566053857845,left,3341643203,815835993,16.08924590777869,2.501287342929563,0.0,0.0,False,11435,415
untrained,0,none,False,,47.6534262766319,left,3444837047,2669555309,28.459643210513956,-2.2278922118671494,0.0,0.0,False,20000,500
untrained,1,B,True,1.4823000000000002,35.5990242036097,left,1896493428,3729148397,21.108609776664352,2.500233619252717,0.0,0.0,False,14823,449
untrained,2,B,True,1.3197,31.918707892746582,left,697079281,3169369488,18.119709534659886,2.5001162966777066,0.0,0.0,False,13197,432
untrained,3,B,True,0.9393,23.00018906378687,right,1494732172,1183707961,13.124992371730963,-2.5019815891575035,0.0,0.0,False,9393,394
untrained,4,A,True,0.8682000000000001,21.239773718406816,left,4101183755,3626270669,12.001005848921643,-3.318106374389032,0.0,0.0,False,8682,387
untrained,5,A,True,1.8949,45.15415393099904,right,3625716501,2008327831,27.218117074368994,2.502324135728275,0.0,0.0,False,18949,490
untrained,6,A,True,1.9369,46.145777193414084,left,1703491874,1819256776,27.50986192448616,-2.503619237034903,0.0,0.0,False,19369,494
untrained,7,A,True,0.8655,21.061985458432424,left,346678866,498856915,12.001311223543091,-2.995591230317192,0.0,0.0,False,8655,387
untrained,8,none,False,,47.663440735278364,left,3076293740,2456030358,28.74129325974514,0.6835641385878103,0.0,0.0,False,20000,500
untrained,9,B,True,1.5086000000000002,36.25388340284785,right,260547594,1481322090,21.073821705763866,-2.501578021800554,0.0,0.0,False,15086,451
untrained,10,A,True,1.401,33.47920074645782,right,60166320,2055989236,19.698720012263383,2.5013477468479888,0.0,0.0,False,14010,441
untrained,11,B,True,0.9023,22.17263732395948,right,2284616113,1854280633,12.000680138359426,-4.796197654754599,0.0,0.0,False,9023,391
untrained,12,A,True,0.8560000000000001,20.961930523769595,left,573185945,2146753865,12.000025812072552,-2.5879630245681415,0.0,0.0,False,8560,386
untrained,13,A,True,1.0268000000000002,24.918367029739308,left,4080705672,114307918,14.561442920478783,-2.5007357010440114,0.0,0.0,False,10268,403
untrained,14,B,True,1.3757000000000001,32.97412427602717,left,379414071,4226734516,18.57839760710189,2.50031590522279,0.0,0.0,False,13757,438
untrained,15,A,True,0.8686,21.34814951896914,left,2001957289,1737338364,12.000550620513387,-3.4438037683201674,0.0,0.0,False,8686,387
untrained,16,A,True,0.9058,22.1152845190267,right,3134574098,1521832041,12.00182438722209,3.7831708078008353,0.0,0.0,False,9058,391
untrained,17,A,True,0.8661000000000001,21.225306115981784,right,2773652197,969393129,12.000254133287166,2.989865809667552,0.0,0.0,False,8661,387
untrained,18,A,True,0.8686,21.31248998487703,left,1877138521,3167264854,12.000933570133348,-3.4073481230735,0.0,0.0,False,8686,387
untrained,19,A,True,0.8667,21.17847430881523,left,512693053,3011949697,12.001448376260885,-3.280786945151263,0.0,0.0,False,8667,387
untrained,20,A,True,0.8936000000000001,21.836927005697536,left,2186854780,3846825668,12.00373480638081,-4.0907242093540335,0.0,0.0,False,8936,390
untrained,21,B,True,0.8591000000000001,21.0198172999283,right,48600326,3878754367,12.000624872492567,-2.737661336200698,0.0,0.0,False,8591,386
untrained,22,none,False,,47.57507487737348,right,3300073225,2322922143,28.555668056086134,2.23254040271185,0.0,0.0,False,20000,500
untrained,23,B,True,0.8591000000000001,20.98338973565101,right,1647789022,2559464799,12.000628101184143,-2.7217954968356897,0.0,0.0,False,8591,386
untrained,24,B,True,0.8806,21.423090066596156,right,226409240,1152561464,12.00026900187906,-2.6740508508498864,0.0,0.0,False,8806,389
untrained,25,B,True,0.9397000000000001,23.187906070289674,left,257476557,1041529032,12.000226426487025,5.665711947714949,0.0,0.0,False,9397,394
untrained,26,none,False,,47.47648606334594,left,11277582,1085391177,28.197585261933455,-2.1469899698969206,0.0,0.0,False,20000,500
untrained,27,A,True,0.9328000000000001,22.61597620185942,right,268891022,3946779620,12.001204177107406,4.516755438912805,0.0,0.0,False,9328,394
untrained,28,A,True,0.8947,21.87884464617479,left,1127914578,2843311930,12.003304037833779,-4.344300547304785,0.0,0.0,False,8947,390
untrained,29,B,True,1.8924,45.05115401957665,left,718766700,4038311998,25.497346309479674,2.5030650227827964,0.0,0.0,False,18924,490
untrained,30,A,True,1.1718,28.213882828941077,left,4179011918,3036359436,16.09824255279188,-2.501852700184613,0.0,0.0,False,11718,418
untrained,31,none,False,,47.380692570305555,left,1073266673,2076780447,28.626238855114295,-1.4860760477756654,0.0,0.0,False,20000,500
untrained,32,B,True,0.8814000000000001,21.548030433531395,right,1744947823,2465787544,12.001834680377685,-3.466428057248758,0.0,0.0,False,8814,389
untrained,33,A,True,1.0034,24.262219941406528,left,3492497532,663708340,14.021137754039566,-2.501058384650835,0.0,0.0,False,10034,401
untrained,34,A,True,0.933,22.80514264345766,left,1958473412,3595996709,12.001969592434458,-5.5514175804275245,0.0,0.0,False,9330,394
untrained,35,A,True,0.9254,22.511786453272034,left,2992123482,596219886,12.729044714882182,-2.50056865422943,0.0,0.0,False,9254,393
untrained,36,B,True,1.8158,43.34466411885394,left,2971326602,1017094903,25.31927526667823,2.501205339293413,0.0,0.0,False,18158,482
untrained,37,A,True,1.0978,26.602096550635967,left,1756192980,3848460066,15.058216267228133,-2.500447761146563,0.0,0.0,False,10978,410
untrained,38,A,True,1.8549,44.18765655676139,left,2253108686,2410831930,26.544780044750517,-2.502052009788461,0.0,0.0,False,18549,486
untrained,39,B,True,1.951,46.64564973850464,left,2464528181,4140860993,27.00813005622857,2.500164085998522,0.0,0.0,False,19510,496
untrained,40,A,True,1.0644,25.89007471846916,right,217099339,757584272,15.12128384880478,2.5011070087560485,0.0,0.0,False,10644,407
untrained,41,A,True,0.8636,21.13660698885238,left,2854290053,938461183,12.001630136382625,-3.1053653464175843,0.0,0.0,False,8636,387
untrained,42,B,True,0.9392,22.845991298920428,right,1780936988,1597814768,13.238243284687352,-2.501655702584115,0.0,0.0,False,9392,394
untrained,43,A,True,1.1061,26.76353762685718,left,2548874142,2736546043,15.528044928858945,-2.501530414638199,0.0,0.0,False,11061,411
untrained,44,B,True,0.8909,21.76285290945031,right,1500232454,847351638,12.00034048915605,-3.8445366798461365,0.0,0.0,False,8909,390
untrained,45,B,True,1.314,31.692700762601866,left,4050511488,4088374080,18.67881588821449,2.5003058007268426,0.0,0.0,False,13140,432
untrained,46,B,True,0.9031,21.88970675261035,right,1483941859,2032023318,12.000209921056376,-4.022040257675175,0.0,0.0,False,9031,391
untrained,47,A,True,1.9794,46.958379194577844,right,2610777415,3774452839,27.977596158485728,2.5004181028623544,0.0,0.0,False,19794,498
untrained,48,B,True,0.863,21.055777202631162,right,1687153193,3941859182,12.000715431176014,-2.82023956222403,0.0,0.0,False,8630,387
untrained,49,A,True,0.8829,21.437132819193533,left,4256472626,2359745756,12.000102061046091,-3.1774268257089275,0.0,0.0,False,8829,389
untrained,50,A,True,1.0651000000000002,25.79248731926154,right,810029155,183887462,15.05579175288252,2.500372332392644,0.0,0.0,False,10651,407
untrained,51,A,True,1.0099,24.546535909863934,left,2437065808,1586801874,14.203836542544106,-2.500941223034573,0.0,0.0,False,10099,401
untrained,52,A,True,1.6853,40.12560722266531,left,2734404935,2155478877,23.158866778931852,-2.5041541236755442,0.0,0.0,False,16853,469
untrained,53,B,True,0.8638,21.0857088313056,right,1653911332,1181837043,12.000465645054334,-2.9005391204517346,0.0,0.0,False,8638,387
untrained,54,A,True,0.8643000000000001,21.143340404605457,left,2419256353,477937136,12.001753515844117,-3.0264445420464416,0.0,0.0,False,8643,387
untrained,55,A,True,0.8629,21.04984575688568,left,2205596066,2705445927,12.001494526357252,-2.6688410842237236,0.0,0.0,False,8629,387
untrained,56,B,True,0.8932,21.808187673146193,left,3997548711,3720484070,12.433521054975497,2.501177787715872,0.0,0.0,False,8932,390
untrained,57,none,False,,47.606078590332366,right,2189215482,2037066374,28.648751964264626,1.205439540577864,0.0,0.0,False,20000,500
untrained,58,B,True,1.4773,35.428045574610465,left,3382950888,382925725,20.965608247411204,2.502258202446237,0.0,0.0,False,14773,448
untrained,59,B,True,0.9692000000000001,23.576393159583773,left,3923657009,3677411938,13.604886239794096,2.5001535064559013,0.0,0.0,False,9692,397
untrained,60,A,True,0.8908,21.655405703993104,left,1931603753,3009702932,12.000640125728427,-3.324156385609201,0.0,0.0,False,8908,390
untrained,61,none,False,,47.52593773513724,left,342178700,3853829455,28.627678138721638,1.1365983674730955,0.0,0.0,False,20000,500
untrained,62,A,True,0.9741000000000001,23.51004000208694,right,431583879,4250290072,13.24885571436084,2.5011703049847327,0.0,0.0,False,9741,398
untrained,63,B,True,0.8656,21.1558831514914,right,1019261206,2783005810,12.00058202946164,-3.3100955994558245,0.0,0.0,False,8656,387
untrained,64,none,False,,47.50663849281681,right,633580260,3717396649,28.627014159981826,-0.8784931922852045,0.0,0.0,False,20000,500
untrained,65,A,True,0.9028,22.11823697383963,left,1285017917,460685948,12.000228553587409,-4.60013082469783,0.0,0.0,False,9028,391
untrained,66,A,True,0.9363,22.76942648865009,left,357209393,2040244800,13.149347695449645,-2.5020784846720066,0.0,0.0,False,9363,394
untrained,67,A,True,1.1892,28.70289880018682,left,3081266677,4281564824,16.90655614973637,-2.5012034591973746,0.0,0.0,False,11892,419
untrained,68,A,True,0.8643000000000001,21.126382350003393,right,4164217736,3220846753,12.001378640575215,2.752365705615093,0.0,0.0,False,8643,387
untrained,69,B,True,1.9301000000000001,45.7359555205317,right,2407127211,2140196919,27.389537862429073,-2.500230557183716,0.0,0.0,False,19301,494
untrained,70,none,False,,47.64761823783456,right,2949261946,630619424,28.758304926828632,1.6530338124301782,0.0,0.0,False,20000,500
untrained,71,B,True,1.0609,25.7521443625307,right,1410856867,2010985768,12.000410173364163,-8.395017768135368,0.0,0.0,False,10609,407
untrained,72,none,False,,47.64850127795851,right,1948380104,3314485792,28.590583187957304,2.372766029957973,0.0,0.0,False,20000,500
untrained,73,A,True,1.5449000000000002,37.04291297563785,right,3748125531,3156192052,21.436816220481997,2.5006751050327183,0.0,0.0,False,15449,455
untrained,74,B,True,1.3108,31.45251919130871,left,1258825429,1173678944,18.52787530711599,2.503191559533139,0.0,0.0,False,13108,432
untrained,75,A,True,1.4005,33.59038169131627,right,1654786644,1750723848,19.854061754613642,2.5013768064779156,0.0,0.0,False,14005,441
untrained,76,A,True,0.9827,24.025792488204825,right,2923515680,4006249186,13.62974893751663,2.5014356961136004,0.0,0.0,False,9827,399
untrained,77,B,True,1.6866,40.329448858451315,right,2627065251,246853019,24.099937122571873,-2.5007863434228415,0.0,0.0,False,16866,469
untrained,78,none,False,,47.5511665993335,right,156219971,2830929686,28.50948106587478,1.627155432800961,0.0,0.0,False,20000,500
untrained,79,A,True,1.3157,31.534953259942917,right,3920855742,1659600606,18.146778017869302,2.5007789113652397,0.0,0.0,False,13157,432
untrained,80,B,True,0.8642000000000001,21.154693584595258,right,1346836581,1581982516,12.000302570684173,-3.1391706048774544,0.0,0.0,False,8642,387
untrained,81,B,True,0.8709,21.326859182411077,left,2577828533,1653231605,12.067741447993281,2.5011160731400772,0.0,0.0,False,8709,388
untrained,82,B,True,0.8973000000000001,21.886363329744086,right,1399857102,2685065995,12.002227825999759,-4.272018659925585,0.0,0.0,False,8973,390
untrained,83,B,True,0.8654000000000001,21.269671632458515,right,3371841148,303289827,12.001465440114087,-2.7303105237888023,0.0,0.0,False,8654,387
untrained,84,A,True,0.9265,22.569870395861546,left,1979984943,1923460896,12.000241869019984,-4.887137562222862,0.0,0.0,False,9265,393
untrained,85,B,True,0.9051,22.230618943702947,right,2877266153,253024472,12.001308289151527,-4.86394522617909,0.0,0.0,False,9051,391
untrained,86,B,True,0.8609,21.065539793886586,right,645027901,2801573963,12.000182066909487,-2.8965355955194716,0.0,0.0,False,8609,387
untrained,87,B,True,1.0201,24.838355963683263,right,430460686,1988065083,14.040965523361967,-2.501771279829949,0.0,0.0,False,10201,403
untrained,88,none,False,,47.7247483011886,left,1282925197,1836817998,28.30528029121329,-2.240718568056176,0.0,0.0,False,20000,500
untrained,89,B,True,1.2754,30.64660496757706,right,3094804522,4119694259,18.151933153359646,-2.500052199948652,0.0,0.0,False,12754,428
untrained,90,B,True,1.7665000000000002,42.19678854914514,right,267806451,3553534755,24.46026064924681,-2.5018905954260955,0.0,0.0,False,17665,477
untrained,91,A,True,1.0638,25.799781816314734,right,2672562399,1976703175,14.641674864003365,2.5033519440706984,0.0,0.0,False,10638,407
untrained,92,A,True,0.8696,21.332763374793913,left,2974841040,1762410338,12.001040573878235,-3.565384634868621,0.0,0.0,False,8696,387
untrained,93,A,True,0.8919,21.76303138564932,left,2908457699,2868007414,12.003811550405604,-4.035100986373543,0.0,0.0,False,8919,390
untrained,94,B,True,0.9773000000000001,23.824965027170517,left,1186022108,1707064502,13.527800021224817,2.5031209247066446,0.0,0.0,False,9773,398
untrained,95,none,False,,47.47765718043028,left,307036908,2757966377,28.51599218209869,0.1945759168939359,0.0,0.0,False,20000,500
untrained,96,none,False,,47.6366588647075,right,3800294060,1357131858,28.799763375557333,1.7698063984360795,0.0,0.0,False,20000,500
untrained,97,A,True,1.0251000000000001,24.88161496331709,left,3149546730,3168618729,14.428211734962069,-2.5003871424765074,0.0,0.0,False,10251,403
untrained,98,B,True,1.2751000000000001,30.686597472488177,right,3662155908,865669431,18.078021559980932,-2.5005130380172815,0.0,0.0,False,12751,428
untrained,99,B,True,1.1780000000000002,28.35523457688049,right,3823119690,3043028829,16.58533093631369,-2.5005284416955,0.0,0.0,False,11780,418
